Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas755           Pavarde755          1         8         4         5         3         10        9         10        2         6         4         10        1         3         2         4         
Vardas756           Pavarde756          5         1         1         4         4         4         10        10        4         6         7         3         8         7         10        3         
Vardas757           Pavarde757          3         10        7         7         1         3         2         4         6         9         6         8         1         4         6         2         
Vardas758           Pavarde758          2         8         8         5         6         9         5         8         4         2         6         8         5         7         3         7         
Vardas759           Pavarde759          2         2         1         6         7         4         7         5         10        6         10        8         4         3         1         10        
Vardas760           Pavarde760          1         1         3         2         7         1         4         6         5         8         4         8         9         6         7         9         
Vardas761           Pavarde761          9         10        9         4         4         6         7         3         10        3         7         1         3         8         1         4         
Vardas762           Pavarde762          5         8         5         7         7         9         7         10        2         10        8         1         1         1         5         3         
Vardas763           Pavarde763          10        10        9         6         1         4         9         2         2         8         9         3         3         10        2         9         
Vardas764           Pavarde764          5         10        8         3         9         7         4         7         3         7         8         2         6         2         2         8         
Vardas765           Pavarde765          3         3         6         8         4         10        3         6         7         8         7         8         9         2         5         10        
Vardas766           Pavarde766          8         3         2         5         1         10        10        1         3         7         3         1         3         10        3         3         
Vardas767           Pavarde767          7         7         6         9         9         4         7         8         2         7         2         2         10        5         1         9         
Vardas768           Pavarde768          2         3         3         5         10        6         5         5         6         9         10        10        1         1         6         7         
Vardas769           Pavarde769          7         1         4         5         1         6         7         9         4         4         10        1         8         10        9         8         
Vardas770           Pavarde770          2         7         5         4         10        8         1         3         5         5         8         10        7         1         1         4         
Vardas771           Pavarde771          4         5         5         3         7         1         2         3         2         4         5         8         8         1         1         7         
Vardas772           Pavarde772          4         3         10        9         8         10        3         4         10        7         9         3         4         8         7         6         
Vardas773           Pavarde773          1         4         5         3         8         3         7         8         8         5         6         4         8         2         5         2         
Vardas774           Pavarde774          1         6         4         9         6         4         8         8         3         8         6         6         2         1         10        8         
Vardas775           Pavarde775          9         6         1         10        4         9         10        2         9         7         2         7         2         4         8         6         
Vardas776           Pavarde776          4         8         10        10        6         10        4         1         10        8         1         3         5         7         5         10        
Vardas777           Pavarde777          2         2         1         2         1         4         6         6         3         10        5         2         10        4         10        3         
Vardas778           Pavarde778          8         8         3         7         6         2         8         5         4         7         7         3         7         1         10        7         
Vardas779           Pavarde779          9         3         8         8         3         10        1         7         9         3         6         8         5         9         1         2         
Vardas780           Pavarde780          3         2         2         4         1         4         3         7         9         6         7         6         3         9         5         10        
Vardas781           Pavarde781          10        1         8         2         8         8         10        9         6         2         4         9         10        1         9         2         
Vardas782           Pavarde782          3         4         1         6         4         3         9         4         6         8         8         7         3         4         4         1         
Vardas783           Pavarde783          6         4         8         9         7         8         8         6         1         1         9         2         7         10        2         5         
Vardas784           Pavarde784          10        9         6         3         3         2         3         5         2         8         6         3         6         10        2         1         
Vardas785           Pavarde785          2         3         8         3         6         5         8         9         1         6         2         1         3         3         8         10        
Vardas786           Pavarde786          1         1         10        1         10        10        1         3         2         8         8         4         8         9         2         3         
Vardas787           Pavarde787          10        5         8         8         5         1         1         7         2         7         9         10        5         6         8         7         
Vardas788           Pavarde788          3         9         8         9         5         3         4         5         7         7         9         1         7         4         10        5         
Vardas789           Pavarde789          10        4         2         7         2         2         1         6         2         5         8         10        3         2         4         6         
Vardas790           Pavarde790          7         10        9         5         5         1         8         9         3         5         3         3         4         1         1         6         
Vardas791           Pavarde791          6         10        6         9         7         3         1         10        4         8         1         9         3         9         7         4         
Vardas792           Pavarde792          9         3         7         10        3         2         10        9         4         5         10        3         3         1         1         7         
Vardas793           Pavarde793          1         6         1         9         1         5         6         3         4         10        4         2         8         3         2         10        
Vardas794           Pavarde794          5         10        2         9         7         8         6         10        1         8         6         3         1         8         10        8         
Vardas795           Pavarde795          3         2         4         6         9         4         3         2         5         7         10        9         10        1         10        6         
Vardas796           Pavarde796          5         5         5         6         2         8         6         1         9         7         8         9         1         3         2         5         
Vardas797           Pavarde797          3         2         3         4         3         2         6         8         1         5         10        5         10        3         7         6         
Vardas798           Pavarde798          1         5         6         7         3         5         2         4         1         1         1         9         2         8         10        3         
Vardas799           Pavarde799          5         8         8         2         5         9         10        8         9         2         4         9         7         5         9         9         
Vardas800           Pavarde800          1         2         7         7         8         4         3         2         10        2         8         2         7         8         3         6         
Vardas801           Pavarde801          1         3         10        8         9         6         7         1         6         2         6         5         5         8         8         1         
Vardas802           Pavarde802          9         2         5         10        7         9         10        3         10        4         2         2         2         5         9         2         
Vardas803           Pavarde803          9         9         6         6         5         4         4         7         7         5         4         8         2         5         3         5         
Vardas804           Pavarde804          2         4         5         5         6         7         3         1         9         5         5         4         6         4         1         4         
Vardas805           Pavarde805          4         9         5         7         4         6         6         10        1         10        7         6         6         10        10        2         
Vardas806           Pavarde806          1         9         6         5         7         9         4         5         1         9         5         5         6         2         9         9         
Vardas807           Pavarde807          2         8         6         3         9         5         6         1         10        5         4         5         10        2         5         6         
Vardas808           Pavarde808          1         2         3         5         4         7         5         6         5         1         10        9         8         6         3         9         
Vardas809           Pavarde809          1         4         5         8         2         5         3         7         1         6         4         8         5         2         2         9         
Vardas810           Pavarde810          1         8         9         6         6         6         5         5         4         3         5         7         8         6         10        6         
Vardas811           Pavarde811          3         7         1         2         2         1         6         5         3         8         5         4         3         7         4         7         
Vardas812           Pavarde812          7         5         3         5         10        2         4         5         2         1         7         5         9         7         1         5         
Vardas813           Pavarde813          9         2         10        4         4         7         2         2         7         1         7         4         10        6         5         9         
Vardas814           Pavarde814          6         6         9         1         8         2         6         4         2         10        4         2         10        9         7         5         
Vardas815           Pavarde815          5         4         5         4         7         8         2         7         7         5         6         2         2         3         3         4         
Vardas816           Pavarde816          5         8         8         1         6         2         6         9         1         6         1         5         5         4         4         10        
Vardas817           Pavarde817          4         8         8         10        10        7         6         6         2         2         9         9         2         8         2         6         
Vardas818           Pavarde818          2         10        7         5         10        3         10        9         9         7         4         9         6         6         10        3         
Vardas819           Pavarde819          4         2         9         7         2         5         3         10        2         3         10        3         1         8         9         9         
Vardas820           Pavarde820          7         7         10        3         1         3         10        5         10        4         2         1         1         5         10        3         
Vardas821           Pavarde821          9         4         5         10        4         4         4         2         7         9         10        5         2         8         7         10        
Vardas822           Pavarde822          7         2         9         9         10        10        6         9         4         9         9         6         7         3         5         5         
Vardas823           Pavarde823          10        5         4         9         8         5         4         6         4         2         8         2         5         10        10        6         
Vardas824           Pavarde824          2         2         4         10        2         3         5         7         7         6         10        3         7         7         5         7         
Vardas825           Pavarde825          7         8         9         8         10        5         1         4         2         2         3         7         10        9         5         6         
Vardas826           Pavarde826          1         3         9         8         7         3         5         6         5         10        2         10        4         10        8         6         
Vardas827           Pavarde827          5         9         5         8         7         3         5         9         6         10        9         1         4         5         3         4         
Vardas828           Pavarde828          8         5         3         6         3         8         10        7         5         3         4         2         4         1         4         1         
Vardas829           Pavarde829          9         1         2         4         4         5         4         2         3         2         3         9         6         3         6         9         
Vardas830           Pavarde830          6         2         5         8         3         4         4         7         6         1         9         9         4         2         1         9         
Vardas831           Pavarde831          10        7         8         7         5         8         6         4         1         10        2         2         2         3         1         6         
Vardas832           Pavarde832          1         9         7         4         6         9         7         10        6         7         4         5         3         5         2         4         
Vardas833           Pavarde833          5         8         1         2         5         1         1         5         6         9         2         4         5         9         2         3         
Vardas834           Pavarde834          10        6         4         2         2         1         2         1         5         7         6         2         3         6         8         8         
Vardas835           Pavarde835          8         5         9         6         9         1         2         10        10        8         8         3         7         3         9         2         
Vardas836           Pavarde836          4         6         7         3         9         6         10        2         10        6         1         7         10        2         8         2         
Vardas837           Pavarde837          6         7         6         6         8         2         2         10        1         2         10        3         5         7         10        1         
Vardas838           Pavarde838          8         3         5         9         2         8         4         2         7         10        7         9         7         4         1         8         
Vardas839           Pavarde839          2         8         9         3         1         2         7         9         4         7         3         1         6         5         1         3         
Vardas840           Pavarde840          2         10        4         6         7         9         2         7         10        9         8         1         6         2         1         5         
Vardas841           Pavarde841          9         2         6         10        1         6         6         10        1         3         5         2         9         3         2         4         
Vardas842           Pavarde842          10        8         2         6         6         1         7         4         4         9         3         10        2         7         2         2         
Vardas843           Pavarde843          4         7         3         1         10        1         9         1         8         5         5         9         3         10        3         8         
Vardas844           Pavarde844          8         5         9         8         7         8         2         8         6         1         3         6         2         9         7         5         
Vardas845           Pavarde845          6         9         3         4         10        8         10        2         3         6         1         8         7         10        8         9         
Vardas846           Pavarde846          2         6         5         10        5         6         4         5         2         3         3         4         10        7         6         10        
Vardas847           Pavarde847          6         1         9         10        7         4         3         9         1         1         5         5         10        9         9         7         
Vardas848           Pavarde848          9         9         5         2         9         3         4         3         7         9         2         10        2         6         4         4         
Vardas849           Pavarde849          8         9         1         10        8         1         2         4         4         1         1         5         1         9         6         8         
Vardas850           Pavarde850          3         2         2         1         6         10        3         1         5         9         1         5         2         2         5         6         
Vardas851           Pavarde851          8         3         9         2         1         1         5         9         6         3         9         10        9         5         3         7         
Vardas852           Pavarde852          8         10        10        5         1         4         10        4         8         2         4         10        5         3         10        7         
Vardas853           Pavarde853          6         3         8         10        3         7         4         7         8         1         10        4         2         8         1         6         
Vardas854           Pavarde854          1         4         5         9         3         1         8         2         3         4         1         5         3         1         4         4         
Vardas855           Pavarde855          7         1         10        7         7         10        4         1         3         3         6         5         5         4         1         3         
Vardas856           Pavarde856          6         5         7         8         10        5         8         3         4         10        9         3         5         6         2         1         
Vardas857           Pavarde857          8         2         9         10        2         7         4         5         4         10        10        2         7         5         3         3         
Vardas858           Pavarde858          1         6         3         3         8         9         2         10        4         2         2         10        1         2         5         2         
Vardas859           Pavarde859          6         9         8         3         3         5         6         8         2         2         5         1         4         2         7         9         
Vardas860           Pavarde860          1         10        9         6         5         2         7         5         7         1         1         1         3         7         10        6         
Vardas861           Pavarde861          7         10        1         10        5         4         2         4         6         8         6         10        4         9         10        1         
Vardas862           Pavarde862          6         1         3         2         8         2         1         3         8         2         3         3         6         6         6         2         
Vardas863           Pavarde863          3         4         5         10        8         4         2         9         7         2         8         8         6         1         8         9         
Vardas864           Pavarde864          4         3         2         10        3         8         8         6         4         8         2         6         10        4         6         2         
Vardas865           Pavarde865          5         5         8         7         9         10        8         7         9         4         3         4         4         3         1         10        
Vardas866           Pavarde866          2         3         9         6         8         9         4         10        1         3         2         4         3         9         1         10        
Vardas867           Pavarde867          4         3         9         7         4         5         1         8         8         2         8         9         8         1         5         2         
Vardas868           Pavarde868          9         5         8         4         4         7         6         8         4         5         9         6         9         6         8         10        
Vardas869           Pavarde869          4         8         6         4         5         5         8         4         8         6         5         9         3         4         8         9         
Vardas870           Pavarde870          6         9         10        9         7         6         6         10        4         5         6         2         4         5         4         10        
Vardas871           Pavarde871          1         3         8         4         8         1         9         2         7         4         3         2         9         2         5         2         
Vardas872           Pavarde872          5         9         2         1         2         5         6         5         10        7         3         9         9         6         4         4         
Vardas873           Pavarde873          6         6         7         5         10        3         1         8         10        1         10        4         1         10        2         1         
Vardas874           Pavarde874          9         5         5         4         5         6         3         3         4         5         9         8         10        9         5         6         
Vardas875           Pavarde875          1         1         2         1         8         3         2         2         10        6         7         10        4         1         10        6         
Vardas876           Pavarde876          4         10        1         2         6         2         10        4         4         6         10        3         5         8         9         2         
Vardas877           Pavarde877          3         1         5         5         8         2         7         8         7         4         8         7         10        7         9         2         
Vardas878           Pavarde878          4         3         6         3         6         6         7         7         3         4         9         5         6         10        2         2         
Vardas879           Pavarde879          4         1         8         10        1         10        4         5         3         9         1         7         1         4         10        7         
Vardas880           Pavarde880          8         8         4         9         3         9         5         4         8         7         7         4         8         3         5         4         
Vardas881           Pavarde881          9         5         9         8         1         1         6         3         1         4         4         9         7         10        7         4         
Vardas882           Pavarde882          2         8         4         8         2         8         4         7         5         10        10        1         8         6         1         1         
Vardas883           Pavarde883          5         9         3         9         7         9         10        6         5         1         1         6         3         9         3         5         
Vardas884           Pavarde884          6         9         6         5         9         3         9         5         4         6         3         8         1         10        7         10        
Vardas885           Pavarde885          7         1         10        3         5         10        1         1         10        5         10        9         2         3         1         6         
Vardas886           Pavarde886          3         2         5         6         8         6         4         4         1         2         4         9         8         6         4         2         
Vardas887           Pavarde887          8         8         3         5         5         4         2         9         9         9         6         7         5         8         4         3         
Vardas888           Pavarde888          4         3         5         4         6         6         6         4         9         6         6         10        4         2         1         1         
Vardas889           Pavarde889          6         1         4         3         5         5         2         10        3         2         1         1         9         4         3         2         
Vardas890           Pavarde890          4         1         8         4         10        3         2         5         9         2         6         9         4         5         7         4         
Vardas891           Pavarde891          9         4         3         8         3         5         10        10        6         6         9         5         5         1         5         2         
Vardas892           Pavarde892          2         9         6         8         10        3         4         7         10        8         10        3         3         5         8         2         
Vardas893           Pavarde893          7         8         9         9         4         1         7         7         3         6         5         6         4         7         6         7         
Vardas894           Pavarde894          10        9         9         5         1         6         9         5         2         2         8         3         4         1         9         7         
Vardas895           Pavarde895          4         3         8         6         10        9         3         10        8         5         1         1         10        10        1         3         
Vardas896           Pavarde896          3         5         6         2         8         1         5         6         8         9         7         3         6         5         1         4         
Vardas897           Pavarde897          3         2         6         9         6         3         3         10        6         5         1         9         3         6         4         4         
Vardas898           Pavarde898          10        8         9         6         10        1         5         5         2         3         7         4         8         10        10        10        
Vardas899           Pavarde899          5         4         2         7         9         10        5         5         2         2         10        2         6         2         6         5         
Vardas900           Pavarde900          6         10        8         6         8         1         6         2         7         9         9         4         6         2         10        7         
Vardas901           Pavarde901          7         3         1         9         3         3         1         1         7         4         4         5         5         5         6         8         
Vardas902           Pavarde902          8         10        1         3         6         3         10        4         6         2         3         4         4         5         3         7         
Vardas903           Pavarde903          7         1         5         3         3         4         4         8         6         6         9         2         9         5         10        3         
Vardas904           Pavarde904          3         10        7         8         5         8         3         5         5         9         4         8         3         4         1         5         
Vardas905           Pavarde905          6         2         10        10        4         5         1         2         9         7         10        10        4         6         4         8         
Vardas906           Pavarde906          1         2         4         10        10        9         4         6         6         2         7         10        10        10        1         8         
Vardas907           Pavarde907          7         9         10        1         9         6         2         2         2         10        4         1         10        9         8         3         
Vardas908           Pavarde908          3         9         10        5         4         7         6         2         4         2         8         5         1         4         10        7         
Vardas909           Pavarde909          8         2         10        2         4         4         7         4         9         6         1         9         3         4         1         2         
Vardas910           Pavarde910          10        7         1         5         2         9         2         7         8         9         2         6         8         4         1         9         
Vardas911           Pavarde911          1         3         10        7         3         7         1         10        9         3         5         3         8         8         8         8         
Vardas912           Pavarde912          5         5         5         2         8         4         3         4         6         5         8         10        1         7         4         10        
Vardas913           Pavarde913          7         5         6         2         6         3         2         7         6         10        8         7         4         6         2         6         
Vardas914           Pavarde914          8         1         8         9         2         8         4         9         4         7         3         2         9         7         10        2         
Vardas915           Pavarde915          8         1         2         5         2         4         7         9         9         2         5         2         3         7         9         2         
Vardas916           Pavarde916          10        4         6         4         6         8         10        5         7         6         9         7         8         1         3         6         
Vardas917           Pavarde917          5         8         7         2         8         7         6         2         9         8         8         7         6         5         7         8         
Vardas918           Pavarde918          4         3         1         1         6         2         1         9         9         9         2         6         10        5         10        10        
Vardas919           Pavarde919          2         8         4         8         4         5         1         6         9         8         7         10        1         8         3         5         
Vardas920           Pavarde920          6         3         6         9         3         1         10        2         10        5         1         8         4         6         2         7         
Vardas921           Pavarde921          8         7         1         10        6         7         4         6         6         2         10        4         9         7         5         2         
Vardas922           Pavarde922          1         1         5         9         10        9         2         10        3         3         8         7         6         10        7         6         
Vardas923           Pavarde923          5         8         8         4         1         9         1         5         1         1         6         3         7         5         9         7         
Vardas924           Pavarde924          9         3         5         10        9         2         1         10        4         2         8         1         3         4         7         4         
Vardas925           Pavarde925          7         3         3         6         1         10        2         6         6         8         2         8         9         9         4         5         
Vardas926           Pavarde926          2         5         6         1         4         8         3         4         10        4         9         7         8         7         1         6         
Vardas927           Pavarde927          5         8         2         8         9         8         3         10        9         1         3         3         1         4         1         10        
Vardas928           Pavarde928          2         6         3         5         6         4         10        8         1         5         4         9         5         2         7         9         
Vardas929           Pavarde929          7         8         2         8         9         8         4         2         2         4         6         1         8         9         9         9         
Vardas930           Pavarde930          6         6         9         3         7         3         6         9         5         7         2         3         9         9         9         3         
Vardas931           Pavarde931          5         8         6         5         7         10        2         1         5         8         4         4         3         6         10        6         
Vardas932           Pavarde932          3         7         10        8         1         8         6         3         7         3         1         3         10        7         4         5         
Vardas933           Pavarde933          2         9         1         8         7         1         5         10        1         8         1         4         8         2         2         6         
Vardas934           Pavarde934          5         10        2         3         5         7         6         2         1         6         6         3         9         4         4         8         
Vardas935           Pavarde935          1         5         5         8         9         10        4         7         3         2         10        6         4         1         10        4         
Vardas936           Pavarde936          4         8         8         6         8         10        6         4         2         1         2         7         8         8         9         6         
Vardas937           Pavarde937          4         5         8         7         6         8         9         1         8         1         1         5         8         2         9         8         
Vardas938           Pavarde938          3         7         8         6         10        4         8         6         8         9         5         9         7         3         10        9         
Vardas939           Pavarde939          6         6         7         4         7         9         3         5         7         6         1         2         3         6         7         4         
Vardas940           Pavarde940          3         6         9         1         10        6         3         8         3         6         1         5         4         9         7         1         
Vardas941           Pavarde941          6         2         10        10        7         4         1         6         4         4         9         4         2         1         3         6         
Vardas942           Pavarde942          6         8         6         2         1         7         5         4         4         1         8         9         5         9         5         1         
Vardas943           Pavarde943          9         1         3         6         6         8         7         9         6         2         6         8         9         4         3         9         
Vardas944           Pavarde944          2         9         9         9         8         3         6         9         6         9         5         6         9         1         6         7         
Vardas945           Pavarde945          2         2         9         1         7         8         5         1         5         6         6         1         7         5         5         7         
Vardas946           Pavarde946          9         10        7         6         7         9         5         3         8         10        1         8         8         4         1         6         
Vardas947           Pavarde947          7         8         6         2         6         6         1         8         4         5         4         10        8         7         5         1         
Vardas948           Pavarde948          4         1         6         2         6         1         9         6         10        5         9         2         2         4         4         1         
Vardas949           Pavarde949          8         8         9         9         5         10        8         8         10        10        2         5         8         4         5         7         
Vardas950           Pavarde950          1         4         5         4         9         8         6         9         1         6         3         2         5         6         8         8         
Vardas951           Pavarde951          5         1         5         6         1         8         4         4         9         5         8         10        4         7         1         2         
Vardas952           Pavarde952          7         5         6         3         4         8         10        1         3         2         1         3         5         7         1         8         
Vardas953           Pavarde953          10        8         3         4         5         4         8         10        8         7         2         10        5         8         6         7         
Vardas954           Pavarde954          10        3         3         7         4         5         10        5         10        9         9         6         5         6         10        1         
Vardas955           Pavarde955          4         3         10        10        1         9         1         2         7         10        10        10        1         7         10        5         
Vardas956           Pavarde956          9         5         8         7         3         3         7         5         2         7         3         6         2         10        6         2         
Vardas957           Pavarde957          6         2         1         6         7         6         5         4         3         8         4         8         9         10        10        4         
Vardas958           Pavarde958          5         9         3         2         9         5         7         6         9         5         8         4         3         10        2         10        
Vardas959           Pavarde959          3         2         4         1         6         8         5         4         10        2         7         10        3         10        8         8         
Vardas960           Pavarde960          1         6         8         2         6         8         7         9         1         5         7         7         1         8         10        2         
Vardas961           Pavarde961          3         4         10        6         9         7         8         10        2         7         10        3         1         5         4         5         
Vardas962           Pavarde962          8         4         7         3         1         7         5         4         9         6         4         10        10        8         10        9         
Vardas963           Pavarde963          8         4         5         9         4         4         5         3         4         5         2         7         9         10        5         5         
Vardas964           Pavarde964          2         7         5         7         9         8         5         6         5         7         9         7         5         8         3         6         
Vardas965           Pavarde965          6         10        6         4         8         4         3         7         8         4         2         6         7         9         9         5         
Vardas966           Pavarde966          7         6         2         2         7         5         8         8         2         10        10        4         8         1         4         9         
Vardas967           Pavarde967          2         3         1         10        1         6         5         5         5         9         3         10        8         8         1         7         
Vardas968           Pavarde968          1         8         1         8         3         2         10        9         2         8         5         8         1         1         7         8         
Vardas969           Pavarde969          2         3         10        2         1         5         9         2         5         10        9         7         7         10        7         1         
Vardas970           Pavarde970          4         7         5         6         3         5         5         5         10        6         7         6         1         4         2         3         
Vardas971           Pavarde971          6         2         10        6         6         4         3         8         1         2         2         4         7         4         9         5         
Vardas972           Pavarde972          3         7         10        8         9         5         3         6         5         9         3         1         3         7         6         5         
Vardas973           Pavarde973          10        1         6         3         3         10        2         10        9         4         1         3         5         9         3         10        
Vardas974           Pavarde974          9         1         6         8         7         1         8         6         5         10        7         4         1         2         5         2         
Vardas975           Pavarde975          9         7         10        1         5         10        7         5         1         5         2         9         4         5         4         10        
Vardas976           Pavarde976          5         9         10        1         6         9         4         4         8         1         9         6         7         2         8         7         
Vardas977           Pavarde977          3         7         3         7         10        3         9         5         5         5         8         3         10        10        2         3         
