Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas6966          Pavarde6966         2         1         6         10        7         8         8         6         1         5         9         8         7         9         1         1         
Vardas6967          Pavarde6967         3         3         6         9         1         1         9         8         4         7         6         4         5         9         2         1         
Vardas6968          Pavarde6968         2         9         6         4         4         4         2         10        1         4         4         8         8         3         2         8         
Vardas6969          Pavarde6969         3         7         10        7         9         1         2         5         1         10        3         2         3         5         7         5         
Vardas6970          Pavarde6970         3         5         1         9         2         6         2         3         7         7         2         1         4         1         9         6         
Vardas6971          Pavarde6971         6         5         2         7         9         7         5         10        9         8         6         4         3         7         10        6         
Vardas6972          Pavarde6972         5         1         3         4         10        6         1         10        1         4         4         8         4         4         3         1         
Vardas6973          Pavarde6973         4         1         4         7         8         1         3         1         9         7         8         3         7         6         8         1         
Vardas6974          Pavarde6974         5         3         4         9         9         4         5         3         8         4         5         7         10        9         9         6         
Vardas6975          Pavarde6975         7         1         4         6         5         10        3         2         7         1         5         5         3         7         9         4         
Vardas6976          Pavarde6976         7         5         1         2         10        8         9         5         2         8         4         9         3         2         6         6         
Vardas6977          Pavarde6977         6         3         10        4         10        3         4         7         6         5         6         5         10        10        2         7         
Vardas6978          Pavarde6978         10        6         3         5         1         7         5         2         8         5         6         5         3         4         4         9         
Vardas6979          Pavarde6979         4         6         2         2         9         6         4         8         2         7         4         1         2         5         4         5         
Vardas6980          Pavarde6980         10        7         7         9         8         10        9         2         6         9         6         4         9         7         10        7         
Vardas6981          Pavarde6981         3         5         7         4         1         8         7         10        8         10        3         7         2         3         1         4         
Vardas6982          Pavarde6982         10        5         8         5         5         10        1         9         5         8         8         3         10        2         2         3         
Vardas6983          Pavarde6983         5         1         10        4         9         1         4         3         10        7         5         4         4         3         6         3         
Vardas6984          Pavarde6984         3         3         3         1         8         9         8         5         6         3         5         3         10        8         1         9         
Vardas6985          Pavarde6985         8         9         5         8         2         7         7         5         8         5         10        7         9         1         5         1         
Vardas6986          Pavarde6986         6         4         10        3         9         6         6         10        10        9         10        9         6         6         9         10        
Vardas6987          Pavarde6987         7         4         5         9         7         9         9         3         3         2         4         4         2         2         3         2         
Vardas6988          Pavarde6988         9         10        2         2         9         5         3         2         3         3         2         7         9         7         6         6         
Vardas6989          Pavarde6989         10        3         8         8         4         1         3         10        9         1         4         9         2         7         9         9         
Vardas6990          Pavarde6990         3         3         5         6         3         5         1         4         4         1         10        5         7         6         2         5         
Vardas6991          Pavarde6991         8         2         9         2         6         2         9         8         5         3         5         10        3         6         8         6         
Vardas6992          Pavarde6992         4         6         6         1         3         6         10        5         3         2         3         2         1         2         5         10        
Vardas6993          Pavarde6993         1         6         7         8         8         2         5         7         10        5         7         4         7         8         4         9         
Vardas6994          Pavarde6994         9         4         4         10        5         3         7         9         1         3         8         1         2         5         9         7         
Vardas6995          Pavarde6995         9         8         9         7         10        1         10        7         10        1         7         3         3         1         10        7         
Vardas6996          Pavarde6996         4         3         10        3         10        8         5         7         8         7         10        7         6         4         6         8         
Vardas6997          Pavarde6997         5         9         4         1         6         8         2         6         7         5         9         3         2         1         5         2         
Vardas6998          Pavarde6998         4         8         6         3         6         7         1         8         2         10        9         3         10        5         7         6         
Vardas6999          Pavarde6999         2         9         6         6         9         9         10        5         3         8         2         10        6         2         4         3         
Vardas7000          Pavarde7000         3         4         5         5         4         1         5         9         7         5         6         3         4         6         1         6         
Vardas7001          Pavarde7001         7         7         2         3         6         1         2         9         6         6         4         3         1         7         6         6         
Vardas7002          Pavarde7002         10        7         2         6         4         8         8         8         6         8         5         2         6         1         1         7         
Vardas7003          Pavarde7003         4         7         10        6         9         10        1         8         3         5         4         2         4         8         8         6         
Vardas7004          Pavarde7004         1         10        5         2         7         1         9         7         10        8         4         8         4         10        6         2         
Vardas7005          Pavarde7005         1         10        7         6         4         5         2         7         1         10        3         7         8         2         8         2         
Vardas7006          Pavarde7006         4         4         10        3         7         5         3         4         4         7         10        2         2         5         5         3         
Vardas7007          Pavarde7007         3         9         1         6         2         9         3         10        8         10        3         3         3         7         4         9         
Vardas7008          Pavarde7008         1         1         5         10        9         2         5         2         2         3         8         7         7         3         10        3         
Vardas7009          Pavarde7009         1         7         6         7         3         2         4         3         5         8         1         7         8         7         3         9         
Vardas7010          Pavarde7010         8         7         7         3         4         8         8         8         5         9         4         4         5         3         3         4         
Vardas7011          Pavarde7011         1         8         7         7         6         10        5         6         9         5         3         3         5         8         10        4         
Vardas7012          Pavarde7012         3         3         6         10        2         2         1         8         8         5         7         3         1         10        2         8         
Vardas7013          Pavarde7013         8         5         1         1         10        6         2         6         10        3         5         2         8         3         2         8         
Vardas7014          Pavarde7014         1         10        4         3         10        1         3         9         7         9         1         10        4         6         8         8         
Vardas7015          Pavarde7015         7         5         4         8         8         9         6         6         1         7         2         7         9         8         10        7         
Vardas7016          Pavarde7016         8         3         1         9         5         2         10        3         7         9         10        2         3         2         10        3         
Vardas7017          Pavarde7017         5         7         1         3         4         4         2         8         9         1         7         7         1         5         5         2         
Vardas7018          Pavarde7018         6         7         3         9         7         3         3         10        6         2         7         5         4         7         4         7         
Vardas7019          Pavarde7019         4         8         3         2         7         6         4         1         2         2         10        4         1         8         5         2         
Vardas7020          Pavarde7020         5         4         9         4         9         7         2         6         8         5         6         7         7         1         7         3         
Vardas7021          Pavarde7021         1         2         10        4         4         6         7         5         10        6         2         5         1         2         6         1         
Vardas7022          Pavarde7022         7         4         8         9         4         8         7         7         8         3         10        2         8         1         2         10        
Vardas7023          Pavarde7023         3         8         9         7         7         1         9         9         1         8         5         5         7         4         10        7         
Vardas7024          Pavarde7024         10        8         2         3         5         3         7         5         2         2         9         3         6         9         8         10        
Vardas7025          Pavarde7025         6         3         4         3         9         3         1         4         3         9         6         8         6         8         3         9         
Vardas7026          Pavarde7026         6         9         6         1         9         6         4         8         4         10        1         1         7         1         1         9         
Vardas7027          Pavarde7027         10        8         8         4         4         7         9         9         4         4         5         3         2         4         7         10        
Vardas7028          Pavarde7028         8         4         3         1         3         2         8         4         9         6         1         9         7         6         7         8         
Vardas7029          Pavarde7029         3         5         7         3         1         9         1         1         5         7         3         6         10        7         9         5         
Vardas7030          Pavarde7030         6         3         7         7         9         9         5         5         6         6         3         6         5         3         10        1         
Vardas7031          Pavarde7031         1         9         9         1         8         8         8         5         1         1         1         8         4         8         2         6         
Vardas7032          Pavarde7032         7         1         6         7         2         7         7         8         3         9         2         3         5         10        1         4         
Vardas7033          Pavarde7033         3         1         2         10        8         3         10        4         8         10        1         7         6         7         6         7         
Vardas7034          Pavarde7034         8         7         3         7         6         6         9         5         7         8         3         9         6         6         4         2         
Vardas7035          Pavarde7035         3         2         3         1         4         1         3         2         4         4         7         4         6         1         4         9         
Vardas7036          Pavarde7036         5         2         9         3         3         3         10        6         1         1         2         8         1         5         3         2         
Vardas7037          Pavarde7037         7         6         2         8         7         1         3         7         10        9         10        2         6         4         9         9         
Vardas7038          Pavarde7038         9         5         8         9         9         8         2         9         9         4         7         9         3         3         8         7         
Vardas7039          Pavarde7039         7         10        1         2         4         2         3         5         10        2         8         5         4         1         1         10        
Vardas7040          Pavarde7040         5         9         6         7         10        6         4         1         10        10        1         9         10        3         10        6         
Vardas7041          Pavarde7041         7         8         3         8         8         10        9         5         9         1         5         2         1         10        10        7         
Vardas7042          Pavarde7042         5         6         2         3         9         2         4         9         1         6         3         6         1         10        3         5         
Vardas7043          Pavarde7043         1         2         4         5         1         9         8         8         8         6         5         1         9         3         1         10        
Vardas7044          Pavarde7044         1         5         7         2         4         8         9         8         9         9         4         9         7         9         7         3         
Vardas7045          Pavarde7045         4         10        5         10        10        7         10        2         1         2         9         5         8         6         4         4         
Vardas7046          Pavarde7046         8         3         2         5         9         2         4         4         3         6         1         4         2         2         8         2         
Vardas7047          Pavarde7047         10        9         8         9         3         4         1         9         8         10        6         8         2         2         10        8         
Vardas7048          Pavarde7048         7         1         6         1         5         5         5         8         2         2         4         2         10        6         4         10        
Vardas7049          Pavarde7049         9         7         1         5         3         1         10        10        10        8         3         4         9         6         1         3         
Vardas7050          Pavarde7050         9         6         10        2         3         4         8         3         1         9         4         7         10        6         10        4         
Vardas7051          Pavarde7051         5         8         2         8         3         5         2         9         4         3         4         10        4         10        1         6         
Vardas7052          Pavarde7052         10        1         6         9         9         6         5         5         1         10        3         9         8         2         7         6         
Vardas7053          Pavarde7053         4         2         2         9         9         2         3         6         4         6         1         10        8         4         2         5         
Vardas7054          Pavarde7054         9         5         2         8         6         8         10        9         2         5         2         3         10        7         9         10        
Vardas7055          Pavarde7055         4         2         3         2         4         6         1         1         7         9         3         1         7         10        9         9         
Vardas7056          Pavarde7056         10        6         3         9         4         10        1         2         2         8         7         5         2         2         8         2         
Vardas7057          Pavarde7057         2         4         1         6         9         9         8         8         9         10        5         3         4         2         3         6         
Vardas7058          Pavarde7058         5         6         5         8         2         2         3         7         1         6         1         5         4         2         8         4         
Vardas7059          Pavarde7059         2         6         7         6         6         8         7         2         9         4         3         1         7         4         10        1         
Vardas7060          Pavarde7060         9         7         7         4         2         3         1         8         2         8         10        1         6         5         8         4         
Vardas7061          Pavarde7061         6         5         5         1         7         3         3         8         9         2         8         7         6         8         8         5         
Vardas7062          Pavarde7062         8         10        3         5         6         7         7         1         9         4         4         4         10        7         2         7         
Vardas7063          Pavarde7063         4         2         6         1         9         10        1         7         7         7         10        9         6         3         9         7         
Vardas7064          Pavarde7064         5         1         4         1         9         7         3         2         1         4         6         8         3         4         9         10        
Vardas7065          Pavarde7065         6         10        6         1         5         6         5         3         10        3         7         7         5         10        8         9         
Vardas7066          Pavarde7066         10        2         6         10        1         8         1         6         7         2         5         3         1         1         6         7         
Vardas7067          Pavarde7067         3         4         8         6         5         1         5         3         4         6         1         9         2         6         9         1         
Vardas7068          Pavarde7068         2         9         9         9         6         8         10        8         1         10        3         10        6         2         3         4         
Vardas7069          Pavarde7069         9         9         7         9         4         8         2         10        1         6         9         7         8         2         3         2         
Vardas7070          Pavarde7070         6         10        4         8         9         8         5         9         5         3         6         2         1         2         4         7         
Vardas7071          Pavarde7071         10        5         9         8         3         6         10        4         2         5         7         8         9         8         8         6         
Vardas7072          Pavarde7072         6         5         6         4         4         1         9         5         1         10        1         6         10        7         6         9         
Vardas7073          Pavarde7073         7         5         1         9         2         7         1         7         8         5         10        2         1         9         7         9         
Vardas7074          Pavarde7074         8         6         5         2         5         5         3         2         1         7         1         9         3         10        1         7         
Vardas7075          Pavarde7075         6         6         3         1         4         6         3         2         4         4         2         3         9         9         3         7         
Vardas7076          Pavarde7076         10        5         7         5         8         4         3         1         1         6         4         7         8         1         7         8         
Vardas7077          Pavarde7077         8         6         1         6         9         7         9         9         5         9         1         2         9         6         4         8         
Vardas7078          Pavarde7078         4         4         1         9         3         7         7         3         1         6         6         3         7         3         7         4         
Vardas7079          Pavarde7079         4         5         3         2         6         8         10        10        7         7         7         7         6         7         3         2         
Vardas7080          Pavarde7080         5         8         9         8         4         1         6         7         7         5         5         8         1         4         7         3         
Vardas7081          Pavarde7081         10        8         6         6         2         2         5         5         2         6         3         7         4         7         2         9         
Vardas7082          Pavarde7082         1         6         3         10        9         9         6         1         3         4         1         1         7         8         7         7         
Vardas7083          Pavarde7083         4         10        4         3         3         1         8         8         3         8         3         4         10        10        1         7         
Vardas7084          Pavarde7084         5         9         3         7         4         9         3         10        2         4         8         5         5         4         9         3         
Vardas7085          Pavarde7085         2         7         7         4         6         3         10        1         9         3         2         1         7         8         5         2         
Vardas7086          Pavarde7086         4         5         10        5         6         7         7         8         7         9         3         9         5         4         6         5         
Vardas7087          Pavarde7087         6         8         5         10        6         1         7         7         6         9         8         1         1         4         9         6         
Vardas7088          Pavarde7088         3         7         10        9         7         2         4         10        5         10        6         10        4         1         8         9         
Vardas7089          Pavarde7089         6         10        3         7         9         5         2         8         6         3         7         7         4         5         4         3         
Vardas7090          Pavarde7090         7         3         8         9         10        4         10        8         5         1         1         4         4         7         4         7         
Vardas7091          Pavarde7091         6         9         1         3         10        4         2         4         4         4         5         3         7         4         7         1         
Vardas7092          Pavarde7092         2         6         6         1         1         4         8         1         4         2         10        2         2         8         2         2         
Vardas7093          Pavarde7093         3         8         9         9         6         9         1         7         4         6         8         9         1         8         1         10        
Vardas7094          Pavarde7094         7         3         9         2         7         7         7         4         6         1         10        9         1         7         4         5         
Vardas7095          Pavarde7095         4         9         7         5         10        1         8         7         8         8         3         1         8         10        1         4         
Vardas7096          Pavarde7096         3         7         5         4         5         6         10        6         4         5         10        5         5         4         3         9         
Vardas7097          Pavarde7097         9         4         5         9         2         7         4         1         5         2         3         8         7         1         7         10        
Vardas7098          Pavarde7098         2         1         6         10        5         8         9         4         7         10        6         4         2         3         7         1         
Vardas7099          Pavarde7099         5         8         9         5         8         5         5         8         9         1         10        1         9         4         1         1         
Vardas7100          Pavarde7100         8         6         8         9         9         4         10        7         6         6         1         9         10        6         1         8         
Vardas7101          Pavarde7101         8         4         9         8         1         3         9         2         10        1         3         2         9         8         8         5         
Vardas7102          Pavarde7102         7         6         4         6         9         5         2         6         10        7         3         9         4         10        5         6         
Vardas7103          Pavarde7103         5         1         10        7         6         9         1         1         4         10        8         2         2         3         4         7         
Vardas7104          Pavarde7104         7         4         5         1         10        9         6         1         5         2         9         1         10        10        4         7         
Vardas7105          Pavarde7105         2         4         4         1         2         9         5         3         1         10        1         8         5         7         8         9         
Vardas7106          Pavarde7106         6         3         2         10        8         8         10        1         5         5         5         6         2         6         1         9         
Vardas7107          Pavarde7107         2         9         3         7         7         2         2         4         2         5         1         5         10        7         1         6         
Vardas7108          Pavarde7108         8         8         5         1         1         8         3         1         4         10        6         3         1         6         3         6         
Vardas7109          Pavarde7109         8         9         9         7         1         9         1         9         4         10        8         9         9         1         4         8         
Vardas7110          Pavarde7110         1         2         10        10        10        10        6         9         4         9         10        5         5         2         10        5         
Vardas7111          Pavarde7111         5         6         2         4         10        3         7         8         1         3         6         2         7         3         5         3         
Vardas7112          Pavarde7112         1         7         4         3         1         5         7         6         9         2         3         5         4         4         7         1         
Vardas7113          Pavarde7113         6         6         10        4         7         9         9         7         1         3         6         5         8         5         5         2         
Vardas7114          Pavarde7114         9         6         2         8         7         8         8         8         8         1         7         6         7         3         3         1         
Vardas7115          Pavarde7115         7         2         3         2         3         4         7         5         1         5         1         10        2         4         6         6         
Vardas7116          Pavarde7116         3         5         4         7         1         7         2         9         2         5         10        3         6         9         4         2         
Vardas7117          Pavarde7117         4         10        10        8         8         9         6         10        7         3         10        8         10        10        8         5         
Vardas7118          Pavarde7118         4         6         10        5         10        7         9         3         9         7         5         10        3         8         3         1         
Vardas7119          Pavarde7119         9         3         2         5         2         10        9         2         4         8         8         1         4         5         7         6         
Vardas7120          Pavarde7120         8         9         4         4         2         5         9         7         7         10        10        3         5         5         5         4         
Vardas7121          Pavarde7121         9         5         10        9         9         4         4         4         7         7         1         10        4         7         1         5         
Vardas7122          Pavarde7122         10        2         5         5         4         4         6         1         5         8         2         3         8         7         6         3         
Vardas7123          Pavarde7123         1         8         9         3         5         2         2         2         9         5         4         2         2         5         10        8         
Vardas7124          Pavarde7124         2         3         6         6         1         9         10        2         1         10        7         9         7         9         4         6         
Vardas7125          Pavarde7125         4         6         8         1         4         6         6         9         8         5         6         6         2         9         9         2         
Vardas7126          Pavarde7126         6         7         3         10        6         8         9         3         2         1         4         8         1         1         8         3         
Vardas7127          Pavarde7127         1         8         5         3         10        7         7         2         3         9         2         4         3         2         3         7         
Vardas7128          Pavarde7128         8         2         8         6         5         4         9         6         9         9         10        5         6         5         3         4         
Vardas7129          Pavarde7129         6         9         9         9         7         4         8         2         3         5         3         1         10        10        6         10        
Vardas7130          Pavarde7130         6         7         7         5         7         8         3         3         2         4         10        4         5         2         3         1         
Vardas7131          Pavarde7131         10        6         5         9         4         7         7         9         9         2         9         10        2         7         9         8         
Vardas7132          Pavarde7132         3         1         10        9         8         2         3         6         9         1         10        4         5         2         8         10        
Vardas7133          Pavarde7133         9         10        6         5         4         6         4         5         5         4         5         6         5         6         1         8         
Vardas7134          Pavarde7134         10        3         6         9         1         5         9         9         7         4         6         7         7         8         3         2         
Vardas7135          Pavarde7135         2         7         3         10        3         4         4         1         4         4         1         1         8         5         10        9         
Vardas7136          Pavarde7136         9         2         9         1         9         5         6         9         10        4         2         3         7         5         10        3         
Vardas7137          Pavarde7137         8         8         1         3         7         2         5         2         1         1         8         10        2         3         8         1         
Vardas7138          Pavarde7138         4         8         1         5         2         10        8         7         9         9         6         5         4         10        5         10        
Vardas7139          Pavarde7139         5         8         5         6         5         4         5         3         5         2         9         7         1         9         3         1         
Vardas7140          Pavarde7140         5         3         9         1         1         8         8         5         2         9         5         4         5         5         2         6         
Vardas7141          Pavarde7141         3         3         1         6         5         6         1         8         10        6         8         2         1         2         1         6         
Vardas7142          Pavarde7142         2         1         6         8         8         5         4         2         7         4         7         8         1         1         4         10        
Vardas7143          Pavarde7143         5         7         9         5         5         7         3         2         10        5         1         2         9         3         5         9         
Vardas7144          Pavarde7144         10        10        6         8         4         4         9         6         6         5         8         1         6         7         5         2         
Vardas7145          Pavarde7145         8         3         10        8         1         9         9         2         8         1         7         9         1         7         3         3         
Vardas7146          Pavarde7146         5         3         5         7         4         2         7         10        3         3         4         5         2         6         1         3         
Vardas7147          Pavarde7147         3         9         10        1         10        5         4         7         7         9         6         9         9         4         10        7         
Vardas7148          Pavarde7148         9         8         10        2         5         1         7         2         9         5         10        7         7         10        9         2         
Vardas7149          Pavarde7149         3         5         8         4         2         8         1         9         6         5         10        4         10        7         6         5         
Vardas7150          Pavarde7150         4         7         2         2         9         4         1         6         9         1         8         9         4         7         7         7         
Vardas7151          Pavarde7151         5         10        4         3         8         7         2         2         7         5         9         1         10        2         9         6         
Vardas7152          Pavarde7152         5         9         7         9         8         7         3         6         4         7         6         6         10        7         8         3         
Vardas7153          Pavarde7153         8         10        9         6         1         9         9         2         6         3         9         5         5         9         2         4         
Vardas7154          Pavarde7154         6         3         3         5         7         5         6         1         7         4         6         1         6         1         9         10        
Vardas7155          Pavarde7155         3         5         1         10        10        9         10        6         5         10        6         4         7         8         9         4         
Vardas7156          Pavarde7156         1         3         3         5         9         1         7         1         1         9         5         10        9         8         10        7         
Vardas7157          Pavarde7157         6         1         1         2         5         7         6         1         8         3         4         2         7         9         4         3         
Vardas7158          Pavarde7158         6         1         7         4         2         3         8         7         7         2         9         2         5         3         9         5         
Vardas7159          Pavarde7159         2         9         4         6         10        4         10        9         10        8         6         1         9         10        9         2         
Vardas7160          Pavarde7160         10        1         5         7         9         5         8         8         4         9         10        9         2         4         7         3         
Vardas7161          Pavarde7161         8         7         6         2         4         1         1         5         4         10        7         6         6         3         6         7         
Vardas7162          Pavarde7162         5         7         1         2         9         9         5         9         6         10        8         4         1         3         1         9         
Vardas7163          Pavarde7163         9         8         6         6         9         9         10        7         10        8         6         5         7         6         8         5         
Vardas7164          Pavarde7164         10        2         8         4         4         4         9         6         9         10        1         8         2         6         10        3         
Vardas7165          Pavarde7165         3         3         6         8         7         2         1         10        4         4         7         2         10        4         10        3         
Vardas7166          Pavarde7166         2         4         8         7         2         9         2         1         4         10        4         9         3         6         8         6         
Vardas7167          Pavarde7167         7         4         6         9         2         10        1         7         1         6         8         1         8         1         4         3         
Vardas7168          Pavarde7168         4         8         3         5         4         2         4         4         5         9         6         7         8         7         2         3         
Vardas7169          Pavarde7169         4         2         9         9         2         6         9         2         6         6         9         4         8         8         9         1         
Vardas7170          Pavarde7170         10        10        10        5         2         4         9         7         3         1         5         5         2         8         2         6         
Vardas7171          Pavarde7171         2         2         10        8         4         4         5         6         7         7         5         5         3         8         10        8         
Vardas7172          Pavarde7172         5         10        6         3         10        8         7         9         6         7         7         1         7         9         3         1         
Vardas7173          Pavarde7173         8         9         4         6         2         10        9         7         6         2         9         9         4         10        10        4         
Vardas7174          Pavarde7174         7         6         6         2         5         8         1         6         5         8         4         5         1         10        10        5         
Vardas7175          Pavarde7175         5         5         5         3         5         2         7         2         6         1         9         5         10        6         7         8         
Vardas7176          Pavarde7176         4         5         2         2         4         9         2         2         2         4         2         3         3         2         9         3         
Vardas7177          Pavarde7177         5         1         9         5         8         4         3         3         2         4         5         7         4         1         4         1         
Vardas7178          Pavarde7178         4         1         1         10        5         8         3         1         8         1         7         2         1         2         3         10        
Vardas7179          Pavarde7179         4         4         5         3         8         4         10        5         2         6         7         2         8         7         5         9         
Vardas7180          Pavarde7180         3         7         3         1         1         5         4         4         1         10        1         10        10        5         6         2         
Vardas7181          Pavarde7181         5         2         8         7         6         8         10        7         8         4         6         8         5         2         9         6         
Vardas7182          Pavarde7182         9         4         7         6         10        2         1         1         7         6         7         7         3         5         4         9         
Vardas7183          Pavarde7183         10        10        6         7         7         6         10        3         1         9         4         8         5         3         6         1         
Vardas7184          Pavarde7184         5         1         3         10        8         1         5         8         8         2         9         3         10        8         5         8         
Vardas7185          Pavarde7185         10        1         9         3         4         7         5         10        9         3         3         1         1         9         9         2         
Vardas7186          Pavarde7186         6         5         5         8         10        1         7         7         1         5         9         5         5         5         9         6         
Vardas7187          Pavarde7187         7         5         8         5         9         2         3         2         8         5         7         8         10        8         10        8         
Vardas7188          Pavarde7188         2         2         3         7         8         8         2         10        5         1         1         8         3         9         5         1         
